ref,fundam_legal,beneficio,item,codigo_ncm,descricao_ncm,descr_produto,proporcao_antes_tratamento,proporcao_apos_tratamento,diferenca
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,13,01051400,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Gansos","Aves de um dia, exceto as ornamentais",0.5,0.5,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01051400,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Gansos",Animais vivos,0.5,0.5,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01051500,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Galinhas-d'angola (pintadas)",-,0,0,0
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,13,01051500,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Galinhas-d'angola (pintadas)","Aves de um dia, exceto as ornamentais",0.5,0.5,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01051500,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Galinhas-d'angola (pintadas)",Animais vivos,0.5,0.5,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01051900,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Outras Aves Das Esp.Domesticas N/Sup. A 185g",-,0,0,0
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,13,01051900,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Outras Aves Das Esp.Domesticas N/Sup. A 185g","Aves de um dia, exceto as ornamentais",0.5,0.5,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01051900,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Outras Aves Das Esp.Domesticas N/Sup. A 185g",Animais vivos,0.5,0.5,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01059200,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Galos E Galinhas De Peso N/Superior 2.000 G",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01059200,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Galos E Galinhas De Peso N/Superior 2.000 G",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01059300,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Galos E Galinhas De Peso Superior A 2.000g",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01059300,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Galos E Galinhas De Peso Superior A 2.000g",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01059400,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Aves da espécieGallus domesticus",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01059400,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Aves da espécieGallus domesticus",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01059900,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Outros",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01059900,"Animais vivos e produtos do reino animal - Animais vivos. - Aves da espécieGallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - -- Outros",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01060000,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outros Animais Vivos,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01060000,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outros Animais Vivos,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01060010,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Avestruzes ""Struthio Camelus"", Para Reproducao",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01060010,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Avestruzes ""Struthio Camelus"", Para Reproducao",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01060090,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outros Animais Vivos,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01060090,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outros Animais Vivos,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01061100,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Primatas,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01061100,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Primatas,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01061200,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Baleias, golfinhos e botos (mamíferos da ordem Cetacea); peixes-boi (manatins) e dugongos (mamíferos da ordem Sirenia); otárias e focas, leões-marinhos e morsas (mamíferos da subordem Pinnipedia)",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01061200,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Baleias, golfinhos e botos (mamíferos da ordem Cetacea); peixes-boi (manatins) e dugongos (mamíferos da ordem Sirenia); otárias e focas, leões-marinhos e morsas (mamíferos da subordem Pinnipedia)",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01061300,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Camelos e outros camelídeos (Camelidae),-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01061300,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Camelos e outros camelídeos (Camelidae),Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01061400,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Coelhos e lebres,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01061400,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Coelhos e lebres,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01061900,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Outros,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01061900,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Outros,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01062000,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - - Répteis (incluindo as serpentes e as tartarugas marinhas),-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01062000,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - - Répteis (incluindo as serpentes e as tartarugas marinhas),Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01063100,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Aves de rapina,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01063100,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Aves de rapina,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01063200,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Psitaciformes (incluindo os papagaios, os periquitos, as araras e as catatuas)",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01063200,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Psitaciformes (incluindo os papagaios, os periquitos, as araras e as catatuas)",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01063310,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Avestruzes (Struthio camelus), para reprodução",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01063310,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Avestruzes (Struthio camelus), para reprodução",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01063390,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outros,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01063390,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outros,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01063900,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Outras,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01063900,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Outras,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01063910,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Avestr.(Struthio Camelus)Vivos, P/Reprodugao",-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01063910,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Avestr.(Struthio Camelus)Vivos, P/Reprodugao",Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01063990,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outras Aves Vivas,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01063990,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - Outras Aves Vivas,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01064100,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Abelhas,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01064100,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Abelhas,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01064900,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Outros,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01064900,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Outros,Animais vivos,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,01069000,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - - Outros,-,0,0,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,1,01069000,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - - Outros,Animais vivos,0.5,0.5,0
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,17,01069000,Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - - Outros,Girinos e alevinos,0.5,0.5,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,02011000,"Animais vivos e produtos do reino animal - Carnes e miudezas, comestíveis. - Carnes de animais da espécie bovina, frescas ou refrigeradas. - - Carcaças e meias-carcaças",-,0,0,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,19,02011000,"Animais vivos e produtos do reino animal - Carnes e miudezas, comestíveis. - Carnes de animais da espécie bovina, frescas ou refrigeradas. - - Carcaças e meias-carcaças","Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal ",0.5,1,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,2,02011000,"Animais vivos e produtos do reino animal - Carnes e miudezas, comestíveis. - Carnes de animais da espécie bovina, frescas ou refrigeradas. - - Carcaças e meias-carcaças","Carnes e miudezas, comestíveis",0.5,0,-0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,02012010,"Animais vivos e produtos do reino animal - Carnes e miudezas, comestíveis. - Carnes de animais da espécie bovina, frescas ou refrigeradas. - Quartos dianteiros",-,0,0,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,19,02012010,"Animais vivos e produtos do reino animal - Carnes e miudezas, comestíveis. - Carnes de animais da espécie bovina, frescas ou refrigeradas. - Quartos dianteiros","Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal ",0.5,1,0.5
